forecast_time,alarm_time,forecast_kw,observed_kw,residual_kw,adaptive_threshold_kw,anomaly_score,severity,severity_level,root_cause,root_cause_confidence,title,recommendation,action,indoor_temp,outdoor_temp,humidity
2020-08-16 22:30:00,2020-08-16 23:00:00,77.54547882080078,67.98875427246094,-9.556724548339844,8.268396377563477,1.155813547385353,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.136499404907227,27.952999114990234,41.220001220703125
2020-08-16 23:45:00,2020-08-17 00:15:00,70.61141204833984,80.12531280517578,9.513900756835938,8.268396377563477,1.150634333720644,WARNING,1,HVAC SOUTH,99.74740087168331,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.179500579833984,32.27750015258789,32.220001220703125
2020-08-17 02:15:00,2020-08-17 02:45:00,66.2025375366211,56.76374435424805,-9.438793182373047,8.268396377563477,1.1415506407004719,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.29656219482422,23.627500534057617,55.29999923706055
2020-08-17 02:30:00,2020-08-17 03:00:00,60.27133560180664,46.60033416748047,-13.671001434326172,8.268396377563477,1.6534042164962983,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.259531021118164,25.299999237060547,53.59000015258789
2020-08-17 02:45:00,2020-08-17 03:15:00,55.54764938354492,45.27920150756836,-10.268447875976562,8.268396377563477,1.241891100412201,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.347436904907227,25.816499710083008,52.86000061035156
2020-08-17 04:00:00,2020-08-17 04:30:00,49.218074798583984,62.103973388671875,12.88589859008789,8.268396377563477,1.5584519659766354,HIGH,2,HVAC SOUTH,96.67406467681818,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.2419376373291,26.147499084472656,44.939998626708984
2020-08-17 04:15:00,2020-08-17 04:45:00,50.303985595703125,67.67899322509766,17.37500762939453,8.268396377563477,2.101375748814135,HIGH,2,HVAC SOUTH,97.39148207921151,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.18343734741211,27.555500030517578,36.04999923706055
2020-08-17 05:00:00,2020-08-17 05:30:00,66.06221771240234,54.47130584716797,-11.590911865234375,8.268396377563477,1.4018331168407259,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.15403175354004,25.924999237060547,40.04999923706055
2020-08-17 05:45:00,2020-08-17 06:15:00,56.052982330322266,42.29154968261719,-13.761432647705078,8.268396377563477,1.664341187735884,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.113187789916992,24.03350067138672,50.29999923706055
2020-08-17 06:00:00,2020-08-17 06:30:00,54.71183395385742,44.60980987548828,-10.10202407836914,8.268396377563477,1.2217634009154743,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.066125869750977,21.56100082397461,59.2400016784668
2020-08-17 06:45:00,2020-08-17 07:15:00,46.301902770996094,57.29121017456055,10.989307403564453,8.268396377563477,1.3290736077172405,WARNING,1,HVAC SOUTH,93.8451526509487,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.050561904907227,23.507999420166016,53.7400016784668
2020-08-17 07:00:00,2020-08-17 07:30:00,47.96257400512695,58.12139892578125,10.158824920654297,8.268396377563477,1.228633033150243,WARNING,1,HVAC SOUTH,93.91685891775357,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.034969329833984,25.40250015258789,42.66999816894531
2020-08-17 07:15:00,2020-08-17 07:45:00,56.18339538574219,44.29365921020508,-11.88973617553711,8.268396377563477,1.4379736568750185,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.0388126373291,25.236000061035156,43.11000061035156
2020-08-17 07:30:00,2020-08-17 08:00:00,57.376197814941406,45.759117126464844,-11.617080688476562,8.268396377563477,1.404998038071788,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.021249771118164,24.86400032043457,45.13999938964844
2020-08-17 07:45:00,2020-08-17 08:15:00,44.14231491088867,55.731693267822266,11.589378356933594,8.268396377563477,1.4016476506111504,WARNING,1,HVAC SOUTH,94.56290899766154,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,24.9997501373291,24.319000244140625,47.060001373291016
2020-08-17 08:00:00,2020-08-17 08:30:00,45.508583068847656,54.78212356567383,9.273540496826172,8.268396377563477,1.1215645783492167,WARNING,1,HVAC SOUTH,95.12417933362377,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.003719329833984,23.50550079345703,50.7599983215332
2020-08-17 14:00:00,2020-08-17 14:30:00,61.830604553222656,50.5440673828125,-11.286537170410156,8.268396377563477,1.3650212997814775,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.9177188873291,27.405500411987305,37.22999954223633
2020-08-17 14:15:00,2020-08-17 14:45:00,65.20463562011719,56.24483871459961,-8.959796905517578,8.268396377563477,1.0836196641261946,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.878686904907227,24.10300064086914,47.060001373291016
2020-08-17 17:30:00,2020-08-17 18:00:00,61.25358581542969,49.00225067138672,-12.251335144042969,8.268396377563477,1.4817063169936202,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.0817813873291,24.683500289916992,50.209999084472656
2020-08-17 17:45:00,2020-08-17 18:15:00,61.38304901123047,52.305397033691406,-9.077651977539062,8.268396377563477,1.0978733436354748,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.14437484741211,20.405500411987305,60.310001373291016
2020-08-17 18:00:00,2020-08-17 18:30:00,49.98356628417969,65.9024887084961,15.918922424316406,8.268396377563477,1.9252732570384319,HIGH,2,HVAC SOUTH,97.32291092090111,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.134437561035156,23.31399917602539,58.189998626708984
2020-08-17 18:15:00,2020-08-17 18:45:00,52.93231964111328,64.22859954833984,11.296279907226562,8.268396377563477,1.366199610105695,WARNING,1,HVAC SOUTH,98.30356712759203,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.183250427246094,27.888999938964844,39.54999923706055
2020-08-17 19:15:00,2020-08-17 19:45:00,62.69828796386719,72.25753021240234,9.559242248535156,8.268396377563477,1.1561180441801782,WARNING,1,HVAC SOUTH,100.0,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.2341251373291,30.08300018310547,32.560001373291016
2020-08-18 02:30:00,2020-08-18 03:00:00,42.971439361572266,55.76708984375,12.795650482177734,8.268396377563477,1.5475371399584916,HIGH,2,HVAC SOUTH,92.50074072770904,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.21262550354004,27.263999938964844,52.25
2020-08-18 02:45:00,2020-08-18 03:15:00,46.24696350097656,65.55257415771484,19.30561065673828,8.268396377563477,2.3348675819563502,HIGH,2,HVAC SOUTH,93.75616505214171,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.230188369750977,28.75,41.060001373291016
2020-08-18 03:00:00,2020-08-18 03:30:00,54.5814094543457,66.69429016113281,12.11288070678711,8.268396377563477,1.4649613000721335,WARNING,1,HVAC SOUTH,97.87710461418105,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.189218521118164,29.25,37.68000030517578
2020-08-18 04:00:00,2020-08-18 04:30:00,65.53052520751953,55.500770568847656,-10.029754638671875,8.268396377563477,1.2130229588276504,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.1247501373291,29.333499908447266,35.470001220703125
2020-08-18 05:00:00,2020-08-18 05:30:00,48.72478103637695,62.611045837402344,13.88626480102539,8.268396377563477,1.6794386924538542,HIGH,2,HVAC SOUTH,94.77587498839381,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.075969696044922,28.83300018310547,40.27000045776367
2020-08-18 05:15:00,2020-08-18 05:45:00,47.376976013183594,68.09371948242188,20.71674346923828,8.268396377563477,2.5055334218680834,CRITICAL,3,HVAC SOUTH,94.53176786042589,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.0622501373291,28.888999938964844,40.61000061035156
2020-08-18 10:00:00,2020-08-18 10:30:00,57.38349533081055,41.2581787109375,-16.125316619873047,8.268396377563477,1.950235073832399,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.863000869750977,22.805999755859375,58.38999938964844
2020-08-18 10:15:00,2020-08-18 10:45:00,53.75004196166992,41.05437469482422,-12.695667266845703,8.268396377563477,1.5354449263336902,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.8747501373291,22.405500411987305,60.41999816894531
2020-08-18 12:00:00,2020-08-18 12:30:00,52.392616271972656,62.181396484375,9.788780212402344,8.268396377563477,1.1838789246926371,WARNING,1,HVAC SOUTH,95.04540217957027,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,24.857219696044922,23.38599967956543,59.84000015258789
2020-08-18 15:00:00,2020-08-18 15:30:00,69.08136749267578,59.38248825073242,-9.69887924194336,8.268396377563477,1.1730060823234767,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.988000869750977,23.988500595092773,55.81999969482422
2020-08-18 15:45:00,2020-08-18 16:15:00,61.86623001098633,75.04107666015625,13.174846649169922,8.268396377563477,1.5933980481294092,HIGH,2,HVAC SOUTH,85.239797468906,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.034936904907227,25.256500244140625,52.426666259765625
2020-08-18 18:15:00,2020-08-18 18:45:00,74.53675079345703,83.9869155883789,9.450164794921875,8.268396377563477,1.1429259512237657,WARNING,1,HVAC SOUTH,84.47605179086781,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.2341251373291,29.305500030517578,40.36000061035156
2020-08-18 18:45:00,2020-08-18 19:15:00,84.36450958251953,69.23112487792969,-15.133384704589844,8.268396377563477,1.8302684116178445,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.261499404907227,29.722000122070312,37.560001373291016
2020-08-18 23:00:00,2020-08-18 23:30:00,70.42900848388672,84.06281280517578,13.633804321289062,8.268396377563477,1.648905507032146,HIGH,2,HVAC SOUTH,89.2997746877118,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.501750946044922,31.111000061035156,30.469999313354492
2020-08-19 02:15:00,2020-08-19 02:45:00,68.81582641601562,56.59566116333008,-12.220165252685547,8.268396377563477,1.4779365544019278,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.331811904907227,29.111499786376953,24.799999237060547
2020-08-19 14:00:00,2020-08-19 14:30:00,60.03940200805664,73.49270629882812,13.453304290771484,8.268396377563477,1.627075393637078,HIGH,2,HVAC SOUTH,90.38500148424613,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,24.624719619750977,26.802499771118164,13.119999885559082
2020-08-19 14:30:00,2020-08-19 15:00:00,73.37608337402344,59.01179122924805,-14.36429214477539,8.268396377563477,1.737252483898002,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.68528175354004,25.663999557495117,19.110000610351562
2020-08-20 02:30:00,2020-08-20 03:00:00,67.68084716796875,57.23025131225586,-10.45059585571289,8.268396377563477,1.2639205208002453,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.3317813873291,26.394500732421875,25.420000076293945
2020-08-20 02:45:00,2020-08-20 03:15:00,59.39580535888672,44.759769439697266,-14.636035919189453,8.268396377563477,1.7701178379528035,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.363000869750977,25.524999618530273,27.989999771118164
2020-08-20 03:15:00,2020-08-20 03:45:00,44.425559997558594,59.97557067871094,15.550010681152344,8.268396377563477,1.8806561721384971,HIGH,2,HVAC SOUTH,98.76943567353852,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.30843734741211,25.183500289916992,23.3799991607666
2020-08-20 03:30:00,2020-08-20 04:00:00,52.306861877441406,62.89068603515625,10.583824157714844,8.268396377563477,1.2800334761930796,WARNING,1,HVAC SOUTH,97.3000452433922,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.18909454345703,24.899999618530273,23.489999771118164
2020-08-20 04:30:00,2020-08-20 05:00:00,53.32231140136719,41.466949462890625,-11.855361938476562,8.268396377563477,1.4338163529080943,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.132593154907227,23.780500411987305,28.84000015258789
2020-08-20 04:45:00,2020-08-20 05:15:00,50.32696533203125,39.11137008666992,-11.215595245361328,8.268396377563477,1.356441410549107,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.15593719482422,22.952499389648438,35.58000183105469
2020-08-20 18:45:00,2020-08-20 19:15:00,50.43858337402344,59.31547927856445,8.876895904541016,8.268396377563477,1.0735934151184043,WARNING,1,HVAC SOUTH,99.95864888564242,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,24.886438369750977,21.941499710083008,47.630001068115234
2020-08-20 20:00:00,2020-08-20 20:30:00,56.2131233215332,66.17880249023438,9.965679168701172,8.268396377563477,1.2052735153993488,WARNING,1,HVAC SOUTH,99.72799172102302,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.007593154907227,22.149999618530273,49.47999954223633
2020-08-20 21:15:00,2020-08-20 21:45:00,53.34877014160156,66.53263854980469,13.183868408203125,8.268396377563477,1.5944891616441996,HIGH,2,HVAC SOUTH,78.60162163779864,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.05437469482422,21.444499969482422,49.900001525878906
2020-08-20 21:45:00,2020-08-20 22:15:00,66.07694244384766,51.54298782348633,-14.533954620361328,8.268396377563477,1.7577718769989812,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.128625869750977,21.13599967956543,52.33000183105469
2020-08-20 22:15:00,2020-08-20 22:45:00,51.832645416259766,63.413978576660156,11.58133316040039,8.268396377563477,1.40067464494405,WARNING,1,HVAC SOUTH,85.28591168895733,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,25.17156219482422,21.916500091552734,50.5
2020-08-21 01:00:00,2020-08-21 01:30:00,63.763031005859375,47.535865783691406,-16.22716522216797,8.268396377563477,1.962552891900639,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.17156219482422,20.996999740600586,58.0
2020-08-21 01:15:00,2020-08-21 01:45:00,59.16621780395508,42.87659454345703,-16.289623260498047,8.268396377563477,1.9701067192062045,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,25.163875579833984,20.200000762939453,62.189998626708984
2020-08-21 14:00:00,2020-08-21 14:30:00,47.50613784790039,56.707000732421875,9.200862884521484,8.268396377563477,1.1127747708719289,WARNING,1,HVAC SOUTH,96.98186470755772,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint. A large indoor–outdoor temperature difference is also present.",Review HVAC South operation.,24.405969619750977,14.45300006866455,90.0
2020-08-21 14:30:00,2020-08-21 15:00:00,55.642635345458984,44.755828857421875,-10.88680648803711,8.268396377563477,1.316676897297614,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.431499481201172,15.01099967956543,89.80000305175781
2020-08-21 15:30:00,2020-08-21 16:00:00,45.544090270996094,57.97565460205078,12.431564331054688,8.268396377563477,1.5035036739153051,HIGH,2,HVAC NORTH,38.592755991781765,Unexpected HVAC consumption — North zone,"Inspect the North HVAC operating state, schedule and temperature setpoint. A large indoor–outdoor temperature difference is also present.",Review HVAC North operation.,24.57196807861328,16.214000701904297,88.0
2020-08-21 15:45:00,2020-08-21 16:15:00,50.05902862548828,67.53910827636719,17.480079650878906,8.268396377563477,2.1140834150515073,HIGH,2,HVAC SOUTH,40.46018840736507,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,24.60124969482422,16.76650047302246,87.5999984741211
2020-08-21 16:00:00,2020-08-21 16:30:00,58.683902740478516,81.90914154052734,23.225238800048828,8.268396377563477,2.8089169579570665,CRITICAL,3,HVAC SOUTH,64.17230951857847,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,24.70090675354004,17.886499404907227,85.5999984741211
2020-08-21 16:30:00,2020-08-21 17:00:00,81.45268249511719,63.99343490600586,-17.459247589111328,8.268396377563477,2.1115639347537187,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.708656311035156,19.094499588012695,75.0999984741211
2020-08-21 16:45:00,2020-08-21 17:15:00,68.82838439941406,47.224464416503906,-21.603919982910156,8.268396377563477,2.6128307106240083,CRITICAL,3,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.66374969482422,19.92474937438965,69.66999816894531
2020-08-21 17:15:00,2020-08-21 17:45:00,48.861671447753906,62.86241912841797,14.000747680664062,8.268396377563477,1.693284530801581,HIGH,2,HVAC SOUTH,33.70465268533139,Unexpected HVAC consumption — South zone,"Inspect the South HVAC operating state, schedule and temperature setpoint.",Review HVAC South operation.,24.706687927246094,21.116500854492188,62.65999984741211
2020-08-21 20:15:00,2020-08-21 20:45:00,69.52706909179688,60.147972106933594,-9.379096984863281,8.268396377563477,1.1343308371516538,WARNING,1,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.813037872314453,26.51650047302246,44.79999923706055
2020-08-21 20:30:00,2020-08-21 21:00:00,73.40145874023438,60.67062759399414,-12.730831146240234,8.268396377563477,1.5396977315680824,HIGH,2,UNEXPLAINED LOAD,,Unexplained energy deviation,"The observed reduction cannot be explained by the monitored HVAC, MELS or lighting subsystems. Verify meter and sensor consistency and check for unexpected shutdowns.",Inspect metering and unmonitored loads.,24.812313079833984,26.577999114990234,43.4900016784668
