incident_id,start_time,end_time,duration_minutes,alarm_points,direction,peak_severity,peak_anomaly_score,dominant_root_cause,mean_attribution_strength,max_attribution_strength,max_positive_deviation_kw,max_negative_deviation_kw,mean_abs_deviation_kw,peak_observed_kw,min_observed_kw,peak_forecast_kw
23,2020-08-18 03:00:00,2020-08-18 03:30:00,45.0,3,HIGH_CONSUMPTION,HIGH,2.3348675819563502,HVAC SOUTH,94.7113367980106,97.87710461418105,19.30561065673828,12.11288070678711,14.738047281901041,66.69429016113281,55.76708984375,54.5814094543457
24,2020-08-18 04:30:00,2020-08-18 04:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.2130229588276504,UNEXPLAINED LOAD,,,-10.029754638671875,-10.029754638671875,10.029754638671875,55.500770568847656,55.500770568847656,65.53052520751953
25,2020-08-18 05:30:00,2020-08-18 05:45:00,30.0,2,HIGH_CONSUMPTION,CRITICAL,2.5055334218680834,HVAC SOUTH,94.65382142440984,94.77587498839381,20.71674346923828,13.88626480102539,17.301504135131836,68.09371948242188,62.611045837402344,48.72478103637695
26,2020-08-18 10:30:00,2020-08-18 10:45:00,30.0,2,LOW_CONSUMPTION,HIGH,1.950235073832399,UNEXPLAINED LOAD,,,-12.695667266845703,-16.125316619873047,14.410491943359375,41.2581787109375,41.05437469482422,57.38349533081055
27,2020-08-18 12:30:00,2020-08-18 12:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.1838789246926371,HVAC SOUTH,95.04540217957027,95.04540217957027,9.788780212402344,9.788780212402344,9.788780212402344,62.181396484375,62.181396484375,52.392616271972656
28,2020-08-18 15:30:00,2020-08-18 15:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.1730060823234767,UNEXPLAINED LOAD,,,-9.69887924194336,-9.69887924194336,9.69887924194336,59.38248825073242,59.38248825073242,69.08136749267578
29,2020-08-18 16:15:00,2020-08-18 16:15:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.5933980481294092,HVAC SOUTH,85.239797468906,85.239797468906,13.174846649169922,13.174846649169922,13.174846649169922,75.04107666015625,75.04107666015625,61.86623001098633
30,2020-08-18 18:45:00,2020-08-18 18:45:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.1429259512237657,HVAC SOUTH,84.47605179086781,84.47605179086781,9.450164794921875,9.450164794921875,9.450164794921875,83.9869155883789,83.9869155883789,74.53675079345703
31,2020-08-18 19:15:00,2020-08-18 19:15:00,15.0,1,LOW_CONSUMPTION,HIGH,1.8302684116178445,UNEXPLAINED LOAD,,,-15.133384704589844,-15.133384704589844,15.133384704589844,69.23112487792969,69.23112487792969,84.36450958251953
32,2020-08-18 23:30:00,2020-08-18 23:30:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.648905507032146,HVAC SOUTH,89.2997746877118,89.2997746877118,13.633804321289062,13.633804321289062,13.633804321289062,84.06281280517578,84.06281280517578,70.42900848388672
33,2020-08-19 02:45:00,2020-08-19 02:45:00,15.0,1,LOW_CONSUMPTION,WARNING,1.4779365544019278,UNEXPLAINED LOAD,,,-12.220165252685547,-12.220165252685547,12.220165252685547,56.59566116333008,56.59566116333008,68.81582641601562
34,2020-08-19 14:30:00,2020-08-19 14:30:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.627075393637078,HVAC SOUTH,90.38500148424613,90.38500148424613,13.453304290771484,13.453304290771484,13.453304290771484,73.49270629882812,73.49270629882812,60.03940200805664
35,2020-08-19 15:00:00,2020-08-19 15:00:00,15.0,1,LOW_CONSUMPTION,HIGH,1.737252483898002,UNEXPLAINED LOAD,,,-14.36429214477539,-14.36429214477539,14.36429214477539,59.01179122924805,59.01179122924805,73.37608337402344
36,2020-08-20 03:00:00,2020-08-20 03:15:00,30.0,2,LOW_CONSUMPTION,HIGH,1.7701178379528035,UNEXPLAINED LOAD,,,-10.45059585571289,-14.636035919189453,12.543315887451172,57.23025131225586,44.759769439697266,67.68084716796875
37,2020-08-20 03:45:00,2020-08-20 04:00:00,30.0,2,HIGH_CONSUMPTION,HIGH,1.8806561721384971,HVAC SOUTH,98.03474045846536,98.76943567353852,15.550010681152344,10.583824157714844,13.066917419433594,62.89068603515625,59.97557067871094,52.306861877441406
38,2020-08-20 05:00:00,2020-08-20 05:15:00,30.0,2,LOW_CONSUMPTION,WARNING,1.4338163529080943,UNEXPLAINED LOAD,,,-11.215595245361328,-11.855361938476562,11.535478591918945,41.466949462890625,39.11137008666992,53.32231140136719
39,2020-08-20 19:15:00,2020-08-20 19:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.0735934151184043,HVAC SOUTH,99.95864888564242,99.95864888564242,8.876895904541016,8.876895904541016,8.876895904541016,59.31547927856445,59.31547927856445,50.43858337402344
40,2020-08-20 20:30:00,2020-08-20 20:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.2052735153993488,HVAC SOUTH,99.72799172102302,99.72799172102302,9.965679168701172,9.965679168701172,9.965679168701172,66.17880249023438,66.17880249023438,56.2131233215332
41,2020-08-20 21:45:00,2020-08-20 21:45:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.5944891616441996,HVAC SOUTH,78.60162163779864,78.60162163779864,13.183868408203125,13.183868408203125,13.183868408203125,66.53263854980469,66.53263854980469,53.34877014160156
42,2020-08-20 22:15:00,2020-08-20 22:15:00,15.0,1,LOW_CONSUMPTION,HIGH,1.7577718769989812,UNEXPLAINED LOAD,,,-14.533954620361328,-14.533954620361328,14.533954620361328,51.54298782348633,51.54298782348633,66.07694244384766
43,2020-08-20 22:45:00,2020-08-20 22:45:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.40067464494405,HVAC SOUTH,85.28591168895733,85.28591168895733,11.58133316040039,11.58133316040039,11.58133316040039,63.413978576660156,63.413978576660156,51.832645416259766
44,2020-08-21 01:30:00,2020-08-21 01:45:00,30.0,2,LOW_CONSUMPTION,HIGH,1.9701067192062045,UNEXPLAINED LOAD,,,-16.22716522216797,-16.289623260498047,16.258394241333008,47.535865783691406,42.87659454345703,63.763031005859375
45,2020-08-21 14:30:00,2020-08-21 14:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.1127747708719289,HVAC SOUTH,96.98186470755772,96.98186470755772,9.200862884521484,9.200862884521484,9.200862884521484,56.707000732421875,56.707000732421875,47.50613784790039
46,2020-08-21 15:00:00,2020-08-21 15:00:00,15.0,1,LOW_CONSUMPTION,WARNING,1.316676897297614,UNEXPLAINED LOAD,,,-10.88680648803711,-10.88680648803711,10.88680648803711,44.755828857421875,44.755828857421875,55.642635345458984
47,2020-08-21 16:00:00,2020-08-21 16:30:00,45.0,3,HIGH_CONSUMPTION,CRITICAL,2.8089169579570665,HVAC SOUTH,47.74175130590843,64.17230951857847,23.225238800048828,12.431564331054688,17.71229426066081,81.90914154052734,57.97565460205078,58.683902740478516
48,2020-08-21 17:00:00,2020-08-21 17:15:00,30.0,2,LOW_CONSUMPTION,CRITICAL,2.6128307106240083,UNEXPLAINED LOAD,,,-17.459247589111328,-21.603919982910156,19.531583786010742,63.99343490600586,47.224464416503906,81.45268249511719
49,2020-08-21 17:45:00,2020-08-21 17:45:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.693284530801581,HVAC SOUTH,33.70465268533139,33.70465268533139,14.000747680664062,14.000747680664062,14.000747680664062,62.86241912841797,62.86241912841797,48.861671447753906
50,2020-08-21 20:45:00,2020-08-21 21:00:00,30.0,2,LOW_CONSUMPTION,HIGH,1.5396977315680824,UNEXPLAINED LOAD,,,-9.379096984863281,-12.730831146240234,11.054964065551758,60.67062759399414,60.147972106933594,73.40145874023438
51,2020-08-22 03:45:00,2020-08-22 04:00:00,30.0,2,LOW_CONSUMPTION,HIGH,1.6682341331218464,UNEXPLAINED LOAD,,,-11.290760040283203,-13.793621063232422,12.542190551757812,53.76820755004883,47.50453186035156,65.05896759033203
52,2020-08-22 04:15:00,2020-08-22 04:30:00,30.0,2,HIGH_CONSUMPTION,HIGH,1.7983779086652636,HVAC SOUTH,95.2905210357246,95.59561130743568,14.869701385498047,8.687618255615234,11.77865982055664,61.15800857543945,60.993873596191406,52.30625534057617
53,2020-08-22 07:30:00,2020-08-22 07:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.0057072387884627,UNEXPLAINED LOAD,,,-8.31558609008789,-8.31558609008789,8.31558609008789,44.70881652832031,44.70881652832031,53.0244026184082
54,2020-08-23 02:30:00,2020-08-23 02:30:00,15.0,1,LOW_CONSUMPTION,HIGH,1.5444483429261358,UNEXPLAINED LOAD,,,-12.770111083984375,-12.770111083984375,12.770111083984375,42.28907775878906,42.28907775878906,55.05918884277344
55,2020-08-23 06:15:00,2020-08-23 06:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.0332185242009209,HVAC SOUTH,98.77857365477591,98.77857365477591,8.543060302734375,8.543060302734375,8.543060302734375,56.246707916259766,56.246707916259766,47.70364761352539
56,2020-08-24 03:15:00,2020-08-24 03:15:00,15.0,1,LOW_CONSUMPTION,WARNING,1.0156056914141822,UNEXPLAINED LOAD,,,-8.397430419921875,-8.397430419921875,8.397430419921875,51.34211730957031,51.34211730957031,59.73954772949219
57,2020-08-24 03:45:00,2020-08-24 04:00:00,30.0,2,HIGH_CONSUMPTION,WARNING,1.3002299181480321,HVAC SOUTH,96.78481077948524,98.1045590576711,10.750816345214844,8.812759399414062,9.781787872314453,60.47248077392578,58.94843673706055,50.135677337646484
58,2020-08-24 17:15:00,2020-08-24 17:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.4247354280406024,HVAC SOUTH,78.3711807433854,78.3711807433854,11.780277252197266,11.780277252197266,11.780277252197266,64.80313110351562,64.80313110351562,53.02285385131836
59,2020-08-24 18:30:00,2020-08-24 18:30:00,15.0,1,LOW_CONSUMPTION,WARNING,1.1530204813310017,UNEXPLAINED LOAD,,,-9.53363037109375,-9.53363037109375,9.53363037109375,61.041107177734375,61.041107177734375,70.57473754882812
60,2020-08-25 16:15:00,2020-08-25 16:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.3681359329055154,HVAC SOUTH,62.79274273811929,62.79274273811929,11.31229019165039,11.31229019165039,11.31229019165039,64.85556030273438,64.85556030273438,53.543270111083984
61,2020-08-25 18:30:00,2020-08-25 18:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.0185274765681642,HVAC SOUTH,58.45485644475791,58.45485644475791,8.421588897705078,8.421588897705078,8.421588897705078,64.01262664794922,64.01262664794922,55.59103775024414
62,2020-08-25 20:00:00,2020-08-25 20:00:00,15.0,1,LOW_CONSUMPTION,WARNING,1.345342502377728,UNEXPLAINED LOAD,,,-11.123825073242188,-11.123825073242188,11.123825073242188,55.44611358642578,55.44611358642578,66.56993865966797
63,2020-08-25 21:45:00,2020-08-25 21:45:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.3056121296759577,HVAC SOUTH,66.29855616745924,66.29855616745924,10.795318603515625,10.795318603515625,10.795318603515625,65.1253662109375,65.1253662109375,54.330047607421875
64,2020-08-26 16:15:00,2020-08-26 16:15:00,15.0,1,LOW_CONSUMPTION,WARNING,1.0702227278714451,UNEXPLAINED LOAD,,,-8.84902572631836,-8.84902572631836,8.84902572631836,49.88945007324219,49.88945007324219,58.73847579956055
65,2020-08-26 21:15:00,2020-08-26 21:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.3127544249497292,LIGHTING,67.35844082418126,67.35844082418126,10.854373931884766,10.854373931884766,10.854373931884766,60.480979919433594,60.480979919433594,49.62660598754883
66,2020-08-26 23:45:00,2020-08-26 23:45:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.249173187396324,LIGHTING,50.75937870042956,50.75937870042956,10.328659057617188,10.328659057617188,10.328659057617188,62.76947784423828,62.76947784423828,52.440818786621094
67,2020-08-27 13:45:00,2020-08-27 13:45:00,15.0,1,LOW_CONSUMPTION,WARNING,1.0571967240758464,UNEXPLAINED LOAD,,,-8.741321563720703,-8.741321563720703,8.741321563720703,41.716529846191406,41.716529846191406,50.45785140991211
68,2020-08-27 15:30:00,2020-08-27 15:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.398345705822417,HVAC SOUTH,62.48491936371966,62.48491936371966,11.562076568603516,11.562076568603516,11.562076568603516,54.00719451904297,54.00719451904297,42.44511795043945
69,2020-08-28 01:45:00,2020-08-28 01:45:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.2464336389604571,LIGHTING,48.545667183621134,48.545667183621134,10.306007385253906,10.306007385253906,10.306007385253906,65.13627624511719,65.13627624511719,54.83026885986328
70,2020-08-28 16:15:00,2020-08-28 16:15:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.5753561516772352,HVAC SOUTH,64.98255489612484,64.98255489612484,13.02566909790039,13.02566909790039,13.02566909790039,60.7119026184082,60.7119026184082,47.68623352050781
71,2020-08-28 17:00:00,2020-08-28 17:15:00,30.0,2,LOW_CONSUMPTION,WARNING,1.31783444647673,UNEXPLAINED LOAD,,,-8.467803955078125,-10.896377563476562,9.682090759277344,50.8690185546875,49.52362060546875,61.76539611816406
72,2020-08-28 21:30:00,2020-08-28 21:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.0290819813790983,LIGHTING,51.2863955175421,51.2863955175421,8.508857727050781,8.508857727050781,8.508857727050781,64.72688293457031,64.72688293457031,56.21802520751953
73,2020-08-28 22:00:00,2020-08-28 22:00:00,15.0,1,LOW_CONSUMPTION,WARNING,1.1315811388226262,HVAC SOUTH,67.1774178309394,67.1774178309394,-9.356361389160156,-9.356361389160156,9.356361389160156,54.31916809082031,54.31916809082031,63.67552947998047
74,2020-08-29 01:00:00,2020-08-29 01:00:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.1059194407593411,HVAC SOUTH,81.25970453439092,81.25970453439092,9.144180297851562,9.144180297851562,9.144180297851562,61.02843475341797,61.02843475341797,51.884254455566406
75,2020-08-30 21:15:00,2020-08-30 21:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.0112869118742447,LIGHTING,69.16607201033402,69.16607201033402,8.36172103881836,8.36172103881836,8.36172103881836,56.102333068847656,56.102333068847656,47.7406120300293
76,2020-08-31 12:15:00,2020-08-31 12:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.213838641150758,HVAC SOUTH,46.08632036871198,46.08632036871198,10.0364990234375,10.0364990234375,10.0364990234375,57.40534591674805,57.40534591674805,47.36884689331055
77,2020-08-31 13:45:00,2020-08-31 14:00:00,30.0,2,LOW_CONSUMPTION,WARNING,1.4877976369664645,UNEXPLAINED LOAD,,,-10.445133209228516,-12.301700592041016,11.373416900634766,51.22542190551758,49.57144546508789,61.873146057128906
78,2020-09-01 00:15:00,2020-09-01 00:30:00,30.0,2,LOW_CONSUMPTION,HIGH,1.5959272169615788,HVAC SOUTH,90.78391521249196,91.41567681420054,-10.607860565185547,-13.195758819580078,11.901809692382812,37.18400573730469,36.937828063964844,50.13358688354492
79,2020-09-01 11:45:00,2020-09-01 11:45:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.0565466695547727,UNEXPLAINED LOAD,,,8.735946655273438,8.735946655273438,8.735946655273438,43.06332015991211,43.06332015991211,34.32737350463867
80,2020-09-01 14:45:00,2020-09-01 15:00:00,30.0,2,HIGH_CONSUMPTION,HIGH,1.8510978378190095,HVAC NORTH,92.36036098914023,93.50081118236956,15.305610656738281,13.823173522949219,14.56439208984375,51.66535186767578,51.192466735839844,37.369293212890625
81,2020-09-01 16:15:00,2020-09-01 16:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.2242898015949635,LIGHTING,64.03891648496622,64.03891648496622,10.122913360595703,10.122913360595703,10.122913360595703,61.40235900878906,61.40235900878906,51.27944564819336
82,2020-09-01 17:00:00,2020-09-01 17:15:00,30.0,2,LOW_CONSUMPTION,CRITICAL,2.5725494755388727,HVAC SOUTH,80.64049073386808,87.22956232064799,-8.360950469970703,-21.270858764648438,14.81590461730957,36.33716583251953,35.23938751220703,56.51024627685547
83,2020-09-01 17:45:00,2020-09-01 17:45:00,15.0,1,HIGH_CONSUMPTION,HIGH,2.4847916538351256,LIGHTING,69.53153120625458,69.53153120625458,20.545242309570312,20.545242309570312,20.545242309570312,57.51826477050781,57.51826477050781,36.9730224609375
84,2020-09-01 18:30:00,2020-09-01 18:30:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.317920720568597,LIGHTING,78.78696020465965,78.78696020465965,10.897090911865234,10.897090911865234,10.897090911865234,53.820899963378906,53.820899963378906,42.92380905151367
85,2020-09-01 19:15:00,2020-09-01 19:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.0774499131607436,LIGHTING,67.82674840025834,67.82674840025834,8.908782958984375,8.908782958984375,8.908782958984375,56.95704650878906,56.95704650878906,48.04826354980469
86,2020-09-01 20:15:00,2020-09-01 20:15:00,15.0,1,LOW_CONSUMPTION,WARNING,1.2555279432325703,HVAC SOUTH,98.903336768051,98.903336768051,-10.381202697753906,-10.381202697753906,10.381202697753906,47.34434509277344,47.34434509277344,57.725547790527344
87,2020-09-01 22:00:00,2020-09-01 22:00:00,15.0,1,LOW_CONSUMPTION,WARNING,1.2810115568067606,HVAC SOUTH,91.45705006664798,91.45705006664798,-10.591911315917969,-10.591911315917969,10.591911315917969,41.338287353515625,41.338287353515625,51.930198669433594
88,2020-09-01 23:00:00,2020-09-01 23:00:00,15.0,1,HIGH_CONSUMPTION,CRITICAL,2.750648728114581,LIGHTING,73.13110980986572,73.13110980986572,22.743453979492188,22.743453979492188,22.743453979492188,55.86504364013672,55.86504364013672,33.12158966064453
89,2020-09-02 00:00:00,2020-09-02 00:00:00,15.0,1,LOW_CONSUMPTION,WARNING,1.3627371124615082,HVAC SOUTH,100.0,100.0,-11.267650604248047,-11.267650604248047,11.267650604248047,47.291439056396484,47.291439056396484,58.55908966064453
90,2020-09-02 01:15:00,2020-09-02 01:15:00,15.0,1,LOW_CONSUMPTION,HIGH,1.5628445629213792,HVAC SOUTH,93.3620551917247,93.3620551917247,-12.922218322753906,-12.922218322753906,12.922218322753906,33.748077392578125,33.748077392578125,46.67029571533203
91,2020-09-02 15:15:00,2020-09-02 15:15:00,15.0,1,HIGH_CONSUMPTION,WARNING,1.345935348410077,LIGHTING,73.51897148164574,73.51897148164574,11.128726959228516,11.128726959228516,11.128726959228516,45.71457290649414,45.71457290649414,34.585845947265625
92,2020-09-02 17:00:00,2020-09-02 17:15:00,30.0,2,HIGH_CONSUMPTION,CRITICAL,2.5122618783161603,HVAC SOUTH,45.61973126573787,45.838124570170976,20.772377014160156,11.643218994140625,16.20779800415039,57.21516418457031,51.01192855834961,39.368709564208984
93,2020-09-02 17:30:00,2020-09-02 17:45:00,30.0,2,LOW_CONSUMPTION,HIGH,2.148662255615371,HVAC SOUTH,94.93113741115252,98.85376581011876,-13.498931884765625,-17.7659912109375,15.632461547851562,38.034149169921875,37.692527770996094,55.458518981933594
94,2020-09-02 18:45:00,2020-09-02 19:00:00,30.0,2,HIGH_CONSUMPTION,WARNING,1.142242678870529,UNEXPLAINED LOAD,49.76601367772403,49.76601367772403,9.444515228271484,8.483314514160156,8.96391487121582,45.713294982910156,41.21833801269531,36.26877975463867
95,2020-09-02 19:45:00,2020-09-02 19:45:00,15.0,1,HIGH_CONSUMPTION,HIGH,1.9058029938032595,LIGHTING,58.697964235301335,58.697964235301335,15.7579345703125,15.7579345703125,15.7579345703125,55.01118469238281,55.01118469238281,39.25325012207031
96,2020-09-02 20:15:00,2020-09-02 20:15:00,15.0,1,LOW_CONSUMPTION,HIGH,1.7888845290484174,HVAC SOUTH,93.33916370240975,93.33916370240975,-14.791206359863281,-14.791206359863281,14.791206359863281,40.44923400878906,40.44923400878906,55.240440368652344
97,2020-09-02 21:15:00,2020-09-02 21:15:00,15.0,1,HIGH_CONSUMPTION,HIGH,2.0320925780982377,LIGHTING,71.12692157137025,71.12692157137025,16.802146911621094,16.802146911621094,16.802146911621094,50.363304138183594,50.363304138183594,33.5611572265625
98,2020-09-02 21:45:00,2020-09-02 21:45:00,15.0,1,LOW_CONSUMPTION,HIGH,2.4151103304920554,HVAC SOUTH,88.34409757032665,88.34409757032665,-19.96908950805664,-19.96908950805664,19.96908950805664,30.063297271728516,30.063297271728516,50.032386779785156
99,2020-09-02 22:15:00,2020-09-02 22:15:00,15.0,1,HIGH_CONSUMPTION,HIGH,2.408741964571798,UNEXPLAINED LOAD,,,19.916433334350586,19.916433334350586,19.916433334350586,50.795921325683594,50.795921325683594,30.879487991333008
100,2020-09-02 22:30:00,2020-09-02 22:45:00,30.0,2,LOW_CONSUMPTION,HIGH,1.8021485939745159,HVAC SOUTH,85.94280549897928,86.86426598183135,-10.416801452636719,-14.90087890625,12.65884017944336,37.21836853027344,35.75563430786133,50.65651321411133
101,2020-09-03 04:30:00,2020-09-03 04:45:00,30.0,2,HIGH_CONSUMPTION,HIGH,1.7658198195579675,LIGHTING,71.32317257603816,72.84424241546226,14.60049819946289,12.133010864257812,13.366754531860352,45.515663146972656,44.34935760498047,32.216346740722656
102,2020-09-03 05:15:00,2020-09-03 05:15:00,15.0,1,LOW_CONSUMPTION,HIGH,1.6418511006059717,HVAC SOUTH,98.71255152173082,98.71255152173082,-13.575475692749023,-13.575475692749023,13.575475692749023,30.099695205688477,30.099695205688477,43.6751708984375
103,2020-09-03 09:00:00,2020-09-03 09:00:00,15.0,1,LOW_CONSUMPTION,WARNING,1.2483784968977083,HVAC SOUTH,99.06749252130037,99.06749252130037,-10.322088241577148,-10.322088241577148,10.322088241577148,25.8558406829834,25.8558406829834,36.17792892456055
